sscl1,sscl2,n,a,b,c1,c2,astar,bstar,cstar1,cstar2
DE/K,GL/IJK,1,False,True,True,True,True,True,False,True
K/DE,H/,1,True,False,False,False,False,True,True,False
K/DE,H/FJ,1,True,True,False,False,False,True,True,False
K/DE,K/IJ,1,True,True,False,False,False,False,True,True
K/DE,FJ/H,1,True,True,False,False,False,True,True,False
K/DE,I/J,1,True,True,False,False,False,True,True,False
K/DE,J/I,1,True,True,False,False,False,True,True,False
DE/K,GL/IK,1,False,True,True,True,True,True,False,True
K/DE,IJK/F,1,True,True,False,False,False,True,True,True
K/DE,IK/J,1,True,True,False,False,False,True,True,True
K/DE,F/J,1,True,True,False,False,False,True,True,False
K/DE,IJK/,1,True,False,False,False,False,True,True,True
K/DE,K/I,1,True,True,False,False,False,False,True,True
K/DE,FJ/,1,True,False,False,False,False,True,True,False
K/DE,FHJ/,1,True,False,False,False,False,True,True,False
DE/K,FGHJL/IK,1,False,True,True,True,True,True,False,True
C/EK,GHL/FIJK,1,True,True,True,True,True,True,False,True
EK/C,IK/J,1,True,True,False,False,True,True,True,True
C/EK,FIJ/K,2,True,False,True,True,True,True,False,False
C/EK,F/IJK,3,True,True,True,True,True,True,False,False
C/EK,IJ/K,2,True,False,True,True,True,True,False,False
C/EK,J/IK,3,True,True,True,True,True,True,False,False
C/EK,FHJ/IK,3,True,True,True,True,True,True,False,False
EK/C,IK/FJ,1,True,True,False,False,True,True,True,True
EK/C,K/FIJ,1,True,True,False,False,True,False,True,True
C/EK,GL/FHIJK,1,True,True,True,True,True,True,False,True
CEK/,K/FIJ,1,False,True,False,False,True,False,True,True
C/EK,GHL/IK,1,True,True,True,True,True,True,False,True
C/EK,I/K,2,True,False,True,True,True,True,False,False
CEK/,K/IJ,1,False,True,False,False,True,False,True,True
EK/C,IK/FHJ,1,True,True,False,False,True,True,True,True
C/EK,GL/IK,1,True,True,True,True,True,True,False,True
EK/C,K/I,1,True,True,False,False,True,False,True,True
EK/C,K/IJ,1,True,True,False,False,True,False,True,True
C/EK,GL/IJK,1,True,True,True,True,True,True,False,True
C/EK,FGHL/IJK,1,True,True,True,True,True,True,False,True
C/EK,FGHJL/IK,1,True,True,True,True,True,True,False,True
C/EK,FJ/IK,3,True,True,True,True,True,True,False,False
C/EK,/K,1,True,False,True,True,True,False,False,False
CEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
CEK/,IK/FJ,1,False,True,False,False,True,True,True,True
EK/C,IJK/F,1,True,True,False,False,True,True,True,True
B/CK,GL/IK,1,True,True,True,True,True,True,False,True
B/CK,IJ/K,2,True,False,True,True,True,True,False,False
B/CK,GHL/FIJK,1,True,True,True,True,True,True,False,True
B/CK,FJ/IK,3,True,True,True,True,True,True,False,False
CK/B,K/IJ,1,True,True,False,False,True,False,True,True
B/CK,GL/FHIJK,1,True,True,True,True,True,True,False,True
B/CK,I/K,2,True,False,True,True,True,True,False,False
B/CK,GL/IJK,1,True,True,True,True,True,True,False,True
CK/B,K/FIJ,1,True,True,False,False,True,False,True,True
BCK/,K/IJ,1,False,True,False,False,True,False,True,True
CK/B,K/I,1,True,True,False,False,True,False,True,True
B/CK,J/IK,3,True,True,True,True,True,True,False,False
CK/B,IK/J,1,True,True,False,False,True,True,True,True
CK/B,IK/FJ,1,True,True,False,False,True,True,True,True
CK/B,IJK/F,1,True,True,False,False,True,True,True,True
BCK/,IK/FJ,1,False,True,False,False,True,True,True,True
B/CK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CK/B,IK/FHJ,1,True,True,False,False,True,True,True,True
B/CK,F/IJK,3,True,True,True,True,True,True,False,False
B/CK,FGHJL/IK,1,True,True,True,True,True,True,False,True
B/CK,FHJ/IK,3,True,True,True,True,True,True,False,False
BCK/,IK/FHJ,1,False,True,False,False,True,True,True,True
B/CK,FIJ/K,2,True,False,True,True,True,True,False,False
B/CK,GHL/IK,1,True,True,True,True,True,True,False,True
B/CK,/K,1,True,False,True,True,True,False,False,False
BCK/,K/FIJ,1,False,True,False,False,True,False,True,True
A/DL,FH/GL,3,True,True,True,True,True,True,False,False
A/DL,FJ/GHL,3,True,True,True,True,True,True,False,False
A/DL,FHIJ/GL,3,True,True,True,True,True,True,False,False
A/DL,IK/GHL,1,True,True,True,True,True,True,False,True
A/DL,IK/GL,1,True,True,True,True,True,True,False,True
DL/A,GL/FHIJ,1,True,True,False,False,True,True,True,True
A/DL,IJK/FGHL,1,True,True,True,True,True,True,False,True
A/DL,K/FGHL,1,True,True,True,True,True,False,False,True
DL/A,GL/H,1,True,True,False,False,True,True,True,True
A/DL,H/GL,3,True,True,True,True,True,True,False,False
A/DL,K/FGHJL,1,True,True,True,True,True,False,False,True
A/DL,FHJ/GL,3,True,True,True,True,True,True,False,False
A/DL,FIJK/GHL,1,True,True,True,True,True,True,False,True
DL/A,L/G,1,True,True,False,False,True,False,True,True
DL/A,GHL/FJ,1,True,True,False,False,True,True,True,True
DL/A,GL/FH,1,True,True,False,False,True,True,True,True
A/DL,G/L,2,True,False,True,True,True,True,False,False
A/DL,K/FGHIJL,1,True,True,True,True,True,False,False,True
A/DL,J/FGHL,3,True,True,True,True,True,True,False,False
A/DL,IJK/GL,1,True,True,True,True,True,True,False,True
A/DL,FHIJK/GL,1,True,True,True,True,True,True,False,True
DL/A,FGHL/J,1,True,True,False,False,True,True,True,True
ADL/,GL/FH,1,False,True,False,False,True,True,True,True
DL/A,GL/FHJ,1,True,True,False,False,True,True,True,True
A/DL,IK/FGHJL,1,True,True,True,True,True,True,False,True
A/DL,K/GHL,1,True,True,True,True,True,False,False,True
ADL/,GL/FHJ,1,False,True,False,False,True,True,True,True
A/DL,/L,1,True,False,True,True,True,False,False,False
ADL/,GHL/FJ,1,False,True,False,False,True,True,True,True
A/DL,K/GL,1,True,True,True,True,True,False,False,True
ADL/,GL/FHIJ,1,False,True,False,False,True,True,True,True
C/AB,J/,2,True,False,False,False,True,True,False,False
BC/A,FGHKL/IJ,1,True,True,False,False,True,True,False,True
A/BC,GL/FHJ,1,True,True,False,False,True,True,False,True
A/BC,FHJ/,2,True,False,False,False,True,True,False,False
A/BC,FIJ/H,2,True,True,False,False,True,True,False,False
A/BC,H/,2,True,False,False,False,True,True,False,False
ABC/,FH/IJ,2,False,True,False,False,True,True,False,False
A/BC,F/IJ,3,True,True,False,False,True,True,False,False
ABC/,IJ/FH,2,False,True,False,False,True,True,False,False
A/BC,/,1,True,False,False,False,True,False,False,False
C/AB,I/J,2,True,True,False,False,True,True,False,False
BC/A,GHIKL/FJ,1,True,True,False,False,True,True,False,True
A/BC,GHKL/FIJ,1,True,True,False,False,True,True,False,True
ABC/,IK/FJ,1,False,True,False,False,True,True,False,True
ABC/,I/FJ,2,False,True,False,False,True,True,False,False
AB/C,IJ/F,1,True,True,False,False,True,True,False,False
ABC/,GL/FH,1,False,True,False,False,True,True,False,True
AB/C,H/FJ,2,True,True,False,False,True,True,False,False
A/BC,IJ/,2,True,False,False,False,True,True,False,False
AB/C,/I,1,True,True,False,False,True,False,False,False
A/BC,J/F,2,True,True,False,False,True,True,False,False
A/BC,FHJ/I,2,True,True,False,False,True,True,False,False
BC/A,F/IJ,2,True,True,False,False,True,True,False,False
ABC/,K/FIJ,1,False,True,False,False,True,False,False,True
AB/C,F/IJ,2,True,True,False,False,True,True,False,False
A/BC,J/I,2,True,True,False,False,True,True,False,False
AB/C,GIKL/FHJ,1,True,True,False,False,True,True,False,True
ABC/,GKL/FHIJ,1,False,True,False,False,True,True,False,True
A/BC,F/H,2,True,True,False,False,True,True,False,False
BC/A,IJ/F,1,True,True,False,False,True,True,False,False
BC/A,GHL/FJ,1,True,True,False,False,True,True,False,True
C/AB,GHKL/FIJ,1,True,True,False,False,True,True,False,True
ABC/,FGHKL/IJ,1,False,True,False,False,True,True,False,True
C/AB,I/FJ,3,True,True,False,False,True,True,False,False
A/BC,FH/IJ,3,True,True,False,False,True,True,False,False
A/BC,K/IJ,1,True,True,False,False,True,False,False,True
A/BC,FH/,2,True,False,False,False,True,True,False,False
C/AB,I/FHJ,3,True,True,False,False,True,True,False,False
AB/C,FHJ/I,1,True,True,False,False,True,True,False,False
C/AB,FJ/H,2,True,True,False,False,True,True,False,False
A/BC,FJ/I,2,True,True,False,False,True,True,False,False
C/AB,IJ/FH,3,True,True,False,False,True,True,False,False
C/AB,/J,1,True,True,False,False,True,False,False,False
A/BC,IJ/FH,3,True,True,False,False,True,True,False,False
C/AB,FHIJ/,2,True,False,False,False,True,True,False,False
BC/A,FJ/H,1,True,True,False,False,True,True,False,False
ABC/,H/FIJ,2,False,True,False,False,True,True,False,False
AB/C,I/J,1,True,True,False,False,True,True,False,False
A/BC,FJ/H,2,True,True,False,False,True,True,False,False
C/AB,J/F,2,True,True,False,False,True,True,False,False
C/AB,IJ/,2,True,False,False,False,True,True,False,False
A/BC,H/FIJ,3,True,True,False,False,True,True,False,False
BC/A,F/J,1,True,True,False,False,True,True,False,False
ABC/,GHL/FJ,1,False,True,False,False,True,True,False,True
BC/A,IK/FJ,1,True,True,False,False,True,True,False,True
A/BC,GIKL/FHJ,1,True,True,False,False,True,True,False,True
C/AB,GKL/FH,1,True,True,False,False,True,True,False,True
C/AB,FH/IJ,3,True,True,False,False,True,True,False,False
A/BC,F/J,2,True,True,False,False,True,True,False,False
A/BC,I/FHJ,3,True,True,False,False,True,True,False,False
A/BC,I/J,2,True,True,False,False,True,True,False,False
C/AB,FHJ/,2,True,False,False,False,True,True,False,False
A/BC,F/,2,True,False,False,False,True,True,False,False
A/BC,IJ/F,2,True,True,False,False,True,True,False,False
A/BC,GKL/FHIJ,1,True,True,False,False,True,True,False,True
ABC/,IK/FHJ,1,False,True,False,False,True,True,False,True
C/AB,GKL/IJ,1,True,True,False,False,True,True,False,True
A/BC,I/FJ,3,True,True,False,False,True,True,False,False
AB/C,GKL/FHIJ,1,True,True,False,False,True,True,False,True
BC/A,/F,1,True,True,False,False,True,False,False,False
AB/C,GKL/IJ,1,True,True,False,False,True,True,False,True
C/AB,H/,2,True,False,False,False,True,True,False,False
A/BC,G/,2,True,False,False,False,True,True,False,False
BC/A,FHJ/I,1,True,True,False,False,True,True,False,False
A/BC,H/FJ,3,True,True,False,False,True,True,False,False
C/AB,H/FIJ,3,True,True,False,False,True,True,False,False
BC/A,K/FIJ,1,True,True,False,False,True,False,False,True
A/BC,/I,1,True,True,False,False,True,False,False,False
AB/C,J/I,1,True,True,False,False,True,True,False,False
ABC/,I/FHJ,2,False,True,False,False,True,True,False,False
C/AB,FHJ/I,2,True,True,False,False,True,True,False,False
BC/A,FJ/I,1,True,True,False,False,True,True,False,False
BC/A,FH/IJ,2,True,True,False,False,True,True,False,False
A/BC,J/,2,True,False,False,False,True,True,False,False
C/AB,FH/,2,True,False,False,False,True,True,False,False
BC/A,/I,1,True,True,False,False,True,False,False,False
BC/A,GKL/FHIJ,1,True,True,False,False,True,True,False,True
AB/C,I/FHJ,2,True,True,False,False,True,True,False,False
BC/A,IJ/FH,2,True,True,False,False,True,True,False,False
C/AB,J/I,2,True,True,False,False,True,True,False,False
ABC/,GKL/FHJ,1,False,True,False,False,True,True,False,True
C/AB,H/FJ,3,True,True,False,False,True,True,False,False
C/AB,FIJ/,2,True,False,False,False,True,True,False,False
BC/A,I/FJ,2,True,True,False,False,True,True,False,False
C/AB,/H,1,True,True,False,False,True,False,False,False
AB/C,H/F,1,True,True,False,False,True,True,False,False
C/AB,F/J,2,True,True,False,False,True,True,False,False
C/AB,IJ/F,2,True,True,False,False,True,True,False,False
BC/A,F/H,1,True,True,False,False,True,True,False,False
A/BC,FIJ/,2,True,False,False,False,True,True,False,False
BC/A,H/FJ,2,True,True,False,False,True,True,False,False
ABC/,GL/FHIJ,1,False,True,False,False,True,True,False,True
BC/A,GKL/FH,1,True,True,False,False,True,True,False,True
A/BC,GKL/FH,1,True,True,False,False,True,True,False,True
C/AB,FJ/,2,True,False,False,False,True,True,False,False
AB/C,GKL/FHJ,1,True,True,False,False,True,True,False,True
A/BC,GL/FHIJ,1,True,True,False,False,True,True,False,True
C/AB,FGHKL/IJ,1,True,True,False,False,True,True,False,True
A/BC,GHIKL/FJ,1,True,True,False,False,True,True,False,True
BC/A,GKL/IJ,1,True,True,False,False,True,True,False,True
A/BC,GKL/IJ,1,True,True,False,False,True,True,False,True
ABC/,H/FJ,2,False,True,False,False,True,True,False,False
AB/C,FGHKL/IJ,1,True,True,False,False,True,True,False,True
AB/C,FH/IJ,2,True,True,False,False,True,True,False,False
BC/A,GHKL/FIJ,1,True,True,False,False,True,True,False,True
AB/C,FIJ/H,1,True,True,False,False,True,True,False,False
A/BC,FGHKL/IJ,1,True,True,False,False,True,True,False,True
A/BC,H/F,2,True,True,False,False,True,True,False,False
C/AB,I/,2,True,False,False,False,True,True,False,False
AB/C,GHKL/FIJ,1,True,True,False,False,True,True,False,True
AB/C,J/F,1,True,True,False,False,True,True,False,False
C/AB,GHIKL/FJ,1,True,True,False,False,True,True,False,True
ABC/,GL/FHJ,1,False,True,False,False,True,True,False,True
AB/C,IJ/FH,2,True,True,False,False,True,True,False,False
A/BC,GIJKL/FH,1,True,True,False,False,True,True,False,True
C/AB,H/F,2,True,True,False,False,True,True,False,False
A/BC,FHIJ/,2,True,False,False,False,True,True,False,False
BC/A,H/FIJ,2,True,True,False,False,True,True,False,False
AB/C,I/FJ,2,True,True,False,False,True,True,False,False
A/BC,I/,2,True,False,False,False,True,True,False,False
BC/A,K/IJ,1,True,True,False,False,True,False,False,True
C/AB,GKL/FHIJ,1,True,True,False,False,True,True,False,True
ABC/,GKL/FH,1,False,True,False,False,True,True,False,True
ABC/,GIJKL/FH,1,False,True,False,False,True,True,False,True
C/AB,F/H,2,True,True,False,False,True,True,False,False
C/AB,FJ/I,2,True,True,False,False,True,True,False,False
BC/A,I/J,1,True,True,False,False,True,True,False,False
A/BC,GHL/FJ,1,True,True,False,False,True,True,False,True
ABC/,K/IJ,1,False,True,False,False,True,False,False,True
AB/C,F/J,1,True,True,False,False,True,True,False,False
C/AB,/I,1,True,True,False,False,True,False,False,False
AB/C,GKL/FH,1,True,True,False,False,True,True,False,True
A/BC,/G,1,True,True,False,False,True,False,False,False
BC/A,I/FHJ,2,True,True,False,False,True,True,False,False
BC/A,GL/FH,1,True,True,False,False,True,True,False,True
ABC/,F/IJ,2,False,True,False,False,True,True,False,False
AB/C,FJ/I,1,True,True,False,False,True,True,False,False
AB/C,H/FIJ,2,True,True,False,False,True,True,False,False
A/BC,IK/FJ,1,True,True,False,False,True,True,False,True
A/BC,FJ/,2,True,False,False,False,True,True,False,False
BC/A,GIJKL/FH,1,True,True,False,False,True,True,False,True
BC/A,/J,1,True,True,False,False,True,False,False,False
BC/A,GKL/FHJ,1,True,True,False,False,True,True,False,True
C/AB,F/,2,True,False,False,False,True,True,False,False
C/AB,FIJ/H,2,True,True,False,False,True,True,False,False
BC/A,GIKL/FHJ,1,True,True,False,False,True,True,False,True
AB/C,/F,1,True,True,False,False,True,False,False,False
A/BC,/F,1,True,True,False,False,True,False,False,False
C/AB,GKL/FHJ,1,True,True,False,False,True,True,False,True
AB/C,F/H,1,True,True,False,False,True,True,False,False
AB/C,FJ/H,1,True,True,False,False,True,True,False,False
A/BC,IK/FHJ,1,True,True,False,False,True,True,False,True
AB/C,/J,1,True,True,False,False,True,False,False,False
C/AB,F/IJ,3,True,True,False,False,True,True,False,False
ABC/,GIKL/FHJ,1,False,True,False,False,True,True,False,True
AB/C,GIJKL/FH,1,True,True,False,False,True,True,False,True
ABC/,GKL/IJ,1,False,True,False,False,True,True,False,True
BC/A,J/F,1,True,True,False,False,True,True,False,False
BC/A,GL/FHIJ,1,True,True,False,False,True,True,False,True
A/BC,/J,1,True,True,False,False,True,False,False,False
BC/A,/H,1,True,True,False,False,True,False,False,False
C/AB,GIJKL/FH,1,True,True,False,False,True,True,False,True
A/BC,/H,1,True,True,False,False,True,False,False,False
BC/A,/G,1,True,True,False,False,True,False,False,False
AB/C,/H,1,True,True,False,False,True,False,False,False
AB/C,GHIKL/FJ,1,True,True,False,False,True,True,False,True
BC/A,J/I,1,True,True,False,False,True,True,False,False
A/BC,GKL/FHJ,1,True,True,False,False,True,True,False,True
BC/A,IK/FHJ,1,True,True,False,False,True,True,False,True
ABC/,GHIKL/FJ,1,False,True,False,False,True,True,False,True
BC/A,FIJ/H,1,True,True,False,False,True,True,False,False
C/AB,/F,1,True,True,False,False,True,False,False,False
A/BC,GL/FH,1,True,True,False,False,True,True,False,True
C/AB,GIKL/FHJ,1,True,True,False,False,True,True,False,True
A/BC,K/FIJ,1,True,True,False,False,True,False,False,True
BC/A,H/F,1,True,True,False,False,True,True,False,False
ABC/,GHKL/FIJ,1,False,True,False,False,True,True,False,True
C/AB,/,1,True,False,False,False,True,False,False,False
BC/A,GL/FHJ,1,True,True,False,False,True,True,False,True
EK/,IK/FJ,1,False,True,False,False,True,True,True,True
E/K,GHL/FIJK,1,False,True,True,True,True,True,False,True
E/K,FGHL/IJK,1,False,True,True,True,True,True,False,True
E/K,FGHJL/IK,1,False,True,True,True,True,True,False,True
K/E,K/IJ,1,True,True,False,False,False,False,True,True
E/K,FHJ/IK,2,False,True,True,True,True,True,False,False
K/E,K/FIJ,1,True,True,False,False,False,False,True,True
K/E,IK/J,1,True,True,False,False,False,True,True,True
E/K,F/IJK,2,False,True,True,True,True,True,False,False
E/K,J/IK,2,False,True,True,True,True,True,False,False
EK/,IK/FHJ,1,False,True,False,False,True,True,True,True
EK/,K/FIJ,1,False,True,False,False,True,False,True,True
K/E,IK/FJ,1,True,True,False,False,False,True,True,True
E/K,GL/IJK,1,False,True,True,True,True,True,False,True
K/E,K/I,1,True,True,False,False,False,False,True,True
E/K,FJ/IK,2,False,True,True,True,True,True,False,False
E/K,GHL/IK,1,False,True,True,True,True,True,False,True
E/K,GL/IK,1,False,True,True,True,True,True,False,True
EK/,K/IJ,1,False,True,False,False,True,False,True,True
K/E,IK/FHJ,1,True,True,False,False,False,True,True,True
E/K,GL/FHIJK,1,False,True,True,True,True,True,False,True
K/E,IJK/F,1,True,True,False,False,False,True,True,True
L/D,GL/FH,1,True,True,False,False,False,True,True,True
D/L,IK/GHL,1,False,True,True,True,True,True,False,True
D/L,IK/FGHJL,1,False,True,True,True,True,True,False,True
D/L,FJ/GHL,2,False,True,True,True,True,True,False,False
D/L,FHIJ/GL,2,False,True,True,True,True,True,False,False
DL/,GL/FHIJ,1,False,True,False,False,True,True,True,True
D/L,FIJK/GHL,1,False,True,True,True,True,True,False,True
D/L,FHJ/GL,2,False,True,True,True,True,True,False,False
D/L,J/FGHL,2,False,True,True,True,True,True,False,False
D/L,K/FGHIJL,1,False,True,True,True,True,False,False,True
D/L,IJK/GL,1,False,True,True,True,True,True,False,True
D/L,K/FGHJL,1,False,True,True,True,True,False,False,True
D/L,FH/GL,2,False,True,True,True,True,True,False,False
L/D,FGHL/J,1,True,True,False,False,False,True,True,True
D/L,H/GL,2,False,True,True,True,True,True,False,False
DL/,GHL/FJ,1,False,True,False,False,True,True,True,True
D/L,K/FGHL,1,False,True,True,True,True,False,False,True
D/L,IJK/FGHL,1,False,True,True,True,True,True,False,True
D/L,FHIJK/GL,1,False,True,True,True,True,True,False,True
L/D,GL/FHIJ,1,True,True,False,False,False,True,True,True
L/D,GL/FHJ,1,True,True,False,False,False,True,True,True
DL/,GL/FHJ,1,False,True,False,False,True,True,True,True
DL/,GL/FH,1,False,True,False,False,True,True,True,True
L/D,L/G,1,True,True,False,False,False,False,True,True
D/L,K/GHL,1,False,True,True,True,True,False,False,True
L/D,GL/H,1,True,True,False,False,False,True,True,True
D/L,K/GL,1,False,True,True,True,True,False,False,True
D/L,IK/GL,1,False,True,True,True,True,True,False,True
L/D,GHL/FJ,1,True,True,False,False,False,True,True,True
E/D,/I,1,True,True,False,False,True,False,False,False
D/E,H/FIJ,2,True,True,False,False,True,True,False,False
E/D,GL/FHJ,1,True,True,False,False,True,True,False,True
E/D,/G,1,True,True,False,False,True,False,False,False
D/E,F/IJ,2,True,True,False,False,True,True,False,False
D/E,F/J,1,True,True,False,False,True,True,False,False
E/D,/F,1,True,True,False,False,True,False,False,False
D/E,H/F,1,True,True,False,False,True,True,False,False
D/E,K/IJ,1,True,True,False,False,True,False,False,True
D/E,J/I,1,True,True,False,False,True,True,False,False
DE/,GL/FHJ,1,False,True,False,False,True,True,False,True
D/E,F/H,1,True,True,False,False,True,True,False,False
DE/,F/IJ,2,False,True,False,False,True,True,False,False
D/E,FIJ/H,1,True,True,False,False,True,True,False,False
DE/,H/FIJ,2,False,True,False,False,True,True,False,False
DE/,K/FIJ,1,False,True,False,False,True,False,False,True
E/D,J/I,1,True,True,False,False,True,True,False,False
E/D,H/FIJ,2,True,True,False,False,True,True,False,False
DE/,IK/FHJ,1,False,True,False,False,True,True,False,True
D/E,K/FIJ,1,True,True,False,False,True,False,False,True
D/E,GHL/FJ,1,True,True,False,False,True,True,False,True
D/E,J/F,1,True,True,False,False,True,True,False,False
E/D,F/H,1,True,True,False,False,True,True,False,False
E/D,FJ/H,1,True,True,False,False,True,True,False,False
E/D,H/FJ,2,True,True,False,False,True,True,False,False
DE/,GHL/FJ,1,False,True,False,False,True,True,False,True
E/D,F/J,1,True,True,False,False,True,True,False,False
D/E,GL/FH,1,True,True,False,False,True,True,False,True
D/E,IK/FJ,1,True,True,False,False,True,True,False,True
E/D,GL/FHIJ,1,True,True,False,False,True,True,False,True
D/E,/I,1,True,True,False,False,True,False,False,False
D/E,IJ/F,1,True,True,False,False,True,True,False,False
E/D,IK/FJ,1,True,True,False,False,True,True,False,True
E/D,F/IJ,2,True,True,False,False,True,True,False,False
E/D,FIJ/H,1,True,True,False,False,True,True,False,False
D/E,H/FJ,2,True,True,False,False,True,True,False,False
D/E,FJ/H,1,True,True,False,False,True,True,False,False
D/E,/F,1,True,True,False,False,True,False,False,False
DE/,GL/FHIJ,1,False,True,False,False,True,True,False,True
E/D,/H,1,True,True,False,False,True,False,False,False
E/D,IK/FHJ,1,True,True,False,False,True,True,False,True
D/E,I/J,1,True,True,False,False,True,True,False,False
DE/,K/IJ,1,False,True,False,False,True,False,False,True
D/E,/J,1,True,True,False,False,True,False,False,False
E/D,H/F,1,True,True,False,False,True,True,False,False
DE/,H/FJ,2,False,True,False,False,True,True,False,False
D/E,GL/FHIJ,1,True,True,False,False,True,True,False,True
E/D,GL/FH,1,True,True,False,False,True,True,False,True
E/D,I/J,1,True,True,False,False,True,True,False,False
E/D,K/IJ,1,True,True,False,False,True,False,False,True
DE/,IK/FJ,1,False,True,False,False,True,True,False,True
DE/,GL/FH,1,False,True,False,False,True,True,False,True
E/D,IJ/F,1,True,True,False,False,True,True,False,False
E/D,/J,1,True,True,False,False,True,False,False,False
D/E,GL/FHJ,1,True,True,False,False,True,True,False,True
E/D,K/FIJ,1,True,True,False,False,True,False,False,True
E/D,J/F,1,True,True,False,False,True,True,False,False
D/E,/H,1,True,True,False,False,True,False,False,False
D/E,/G,1,True,True,False,False,True,False,False,False
E/D,GHL/FJ,1,True,True,False,False,True,True,False,True
D/E,IK/FHJ,1,True,True,False,False,True,True,False,True
C/K,GL/IK,1,False,True,True,True,True,True,False,True
K/C,K/IJ,1,True,True,False,False,False,False,True,True
C/K,F/IJK,2,False,True,True,True,True,True,False,False
C/K,J/IK,2,False,True,True,True,True,True,False,False
CK/,K/IJ,1,False,True,False,False,True,False,True,True
C/K,FGHL/IJK,1,False,True,True,True,True,True,False,True
K/C,IK/FJ,1,True,True,False,False,False,True,True,True
C/K,FGHJL/IK,1,False,True,True,True,True,True,False,True
K/C,K/I,1,True,True,False,False,False,False,True,True
K/C,K/FIJ,1,True,True,False,False,False,False,True,True
CK/,IK/FHJ,1,False,True,False,False,True,True,True,True
CK/,K/FIJ,1,False,True,False,False,True,False,True,True
C/K,GL/FHIJK,1,False,True,True,True,True,True,False,True
C/K,FHJ/IK,2,False,True,True,True,True,True,False,False
C/K,FJ/IK,2,False,True,True,True,True,True,False,False
C/K,GL/IJK,1,False,True,True,True,True,True,False,True
CK/,IK/FJ,1,False,True,False,False,True,True,True,True
C/K,GHL/FIJK,1,False,True,True,True,True,True,False,True
K/C,IJK/F,1,True,True,False,False,False,True,True,True
K/C,IK/J,1,True,True,False,False,False,True,True,True
K/C,IK/FHJ,1,True,True,False,False,False,True,True,True
C/K,GHL/IK,1,False,True,True,True,True,True,False,True
C/B,I/FHJ,2,True,True,False,False,True,True,False,False
BC/,FGHKL/IJ,1,False,True,False,False,True,True,False,True
B/C,I/FJ,2,True,True,False,False,True,True,False,False
C/B,GHL/FJ,1,True,True,False,False,True,True,False,True
C/B,GL/FHIJ,1,True,True,False,False,True,True,False,True
C/B,F/IJ,2,True,True,False,False,True,True,False,False
B/C,IK/FHJ,1,True,True,False,False,True,True,False,True
B/C,GKL/FHIJ,1,True,True,False,False,True,True,False,True
C/B,IK/FHJ,1,True,True,False,False,True,True,False,True
BC/,I/FJ,2,False,True,False,False,True,True,False,False
C/B,H/FIJ,2,True,True,False,False,True,True,False,False
B/C,GHKL/FIJ,1,True,True,False,False,True,True,False,True
BC/,GKL/FHJ,1,False,True,False,False,True,True,False,True
B/C,I/FHJ,2,True,True,False,False,True,True,False,False
B/C,/G,1,True,True,False,False,True,False,False,False
BC/,FH/IJ,2,False,True,False,False,True,True,False,False
BC/,I/FHJ,2,False,True,False,False,True,True,False,False
C/B,GHIKL/FJ,1,True,True,False,False,True,True,False,True
C/B,J/F,1,True,True,False,False,True,True,False,False
B/C,/H,1,True,True,False,False,True,False,False,False
B/C,FJ/H,1,True,True,False,False,True,True,False,False
B/C,H/FIJ,2,True,True,False,False,True,True,False,False
C/B,IK/FJ,1,True,True,False,False,True,True,False,True
BC/,H/FIJ,2,False,True,False,False,True,True,False,False
BC/,GL/FHIJ,1,False,True,False,False,True,True,False,True
B/C,F/IJ,2,True,True,False,False,True,True,False,False
B/C,J/F,1,True,True,False,False,True,True,False,False
B/C,GL/FHJ,1,True,True,False,False,True,True,False,True
B/C,FH/IJ,2,True,True,False,False,True,True,False,False
C/B,FIJ/H,1,True,True,False,False,True,True,False,False
C/B,FJ/H,1,True,True,False,False,True,True,False,False
BC/,H/FJ,2,False,True,False,False,True,True,False,False
BC/,IJ/FH,2,False,True,False,False,True,True,False,False
BC/,GIJKL/FH,1,False,True,False,False,True,True,False,True
C/B,F/H,1,True,True,False,False,True,True,False,False
C/B,GIJKL/FH,1,True,True,False,False,True,True,False,True
C/B,K/IJ,1,True,True,False,False,True,False,False,True
B/C,H/FJ,2,True,True,False,False,True,True,False,False
C/B,I/FJ,2,True,True,False,False,True,True,False,False
C/B,H/FJ,2,True,True,False,False,True,True,False,False
BC/,GL/FHJ,1,False,True,False,False,True,True,False,True
C/B,FGHKL/IJ,1,True,True,False,False,True,True,False,True
C/B,K/FIJ,1,True,True,False,False,True,False,False,True
B/C,FGHKL/IJ,1,True,True,False,False,True,True,False,True
C/B,/J,1,True,True,False,False,True,False,False,False
BC/,F/IJ,2,False,True,False,False,True,True,False,False
C/B,IJ/FH,2,True,True,False,False,True,True,False,False
B/C,/F,1,True,True,False,False,True,False,False,False
C/B,FH/IJ,2,True,True,False,False,True,True,False,False
B/C,FIJ/H,1,True,True,False,False,True,True,False,False
B/C,IJ/FH,2,True,True,False,False,True,True,False,False
C/B,H/F,1,True,True,False,False,True,True,False,False
B/C,H/F,1,True,True,False,False,True,True,False,False
B/C,GKL/IJ,1,True,True,False,False,True,True,False,True
C/B,/H,1,True,True,False,False,True,False,False,False
C/B,GIKL/FHJ,1,True,True,False,False,True,True,False,True
BC/,GHL/FJ,1,False,True,False,False,True,True,False,True
C/B,GKL/FH,1,True,True,False,False,True,True,False,True
